Timestamp,Firm exit status,Do you have your CPA license?,How many years of experience in accounting do you have? (If none please skip),What is your current salary + bonus in USD? (Example Format: 50000) (If none please skip),"If you have exited a public accounting firm, how many years did you work in public accounting before exiting? (Please skip if this doesn't apply to you)",What industry do you work in?,What COL is your region?,Where do you live?,Gender,What is your line of service? (Or was in the case of those who have exited),How many hours do you currently work per week on average? 
8/10/2020 20:08:58,I am currently working at a mid-tier or local accounting firm,Yes,1,50000,,Public Accounting,Low,United States,Female,Audit & Tax,50
8/10/2020 21:28:39,I am currently working at a Big 4 accounting firm,No,1,30375,,Public Accounting,Low,Canada,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,37.5
8/10/2020 22:10:39,I am currently working at a mid-tier or local accounting firm,No,1,80000,,Public Accounting,High,United States,Male,Tax,40
8/11/2020 6:57:15,I am currently working at a mid-tier or local accounting firm,No,1,60000,,Public Accounting,Medium,United States,Female,Tax,45
8/11/2020 10:49:40,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,53000,,Public Accounting,Medium,United States,Male,Audit,40
8/11/2020 17:41:45,I am currently working at a Big 4 accounting firm,No,1,9300,,Public Accounting,Low,Latin America,Male,Audit,40
8/12/2020 9:29:07,I am still in school,No,1,26000,,Other,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,30
8/12/2020 9:42:31,I am currently working at a mid-tier or local accounting firm,No,1,54000,,Public Accounting,Low,United States,Male,Audit,50
8/12/2020 15:15:20,I have never worked at a public accounting firm,No,1,53000,,Government,Medium,United States,Male,Financial Institution Examiner,40
7/28/2020 20:28:53,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1.25,56000,,Public Accounting,Medium,United States,Female,Audit,
7/28/2020 20:00:26,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1.5,62500,,Public Accounting,High,United States,Male,Audit,
7/29/2020 0:35:29,I am currently working at a Big 4 accounting firm,Yes,1.5,67000,,Public Accounting,High,United States,Male,Audit,
7/29/2020 2:20:09,I am currently working at a mid-tier or local accounting firm,No,1.5,"60,000",,Public Accounting,High,United States,Male,Audit,
7/29/2020 7:41:44,I am currently working at a mid-tier or local accounting firm,No,1.5,52000,,Public Accounting,Medium,Australia/New Zealand,Male,Audit,
7/29/2020 8:03:56,I am currently working at a mid-tier or local accounting firm,No,1.5,44720,,Public Accounting,Medium,Canada,Male,Audit,
7/29/2020 9:36:49,I am currently working at a mid-tier or local accounting firm,No,1.5,£30500,,Public Accounting,,EU,Male,Advisory - Risk/IT Advisory,
7/29/2020 13:55:11,I have never worked at a public accounting firm,No,1.5,59000,,Finance,Low,United States,Male,"3rd Party Admin, oursourced accounting services",
7/29/2020 23:51:03,I am currently working at a mid-tier or local accounting firm,No,1.5,41000,,Public Accounting,High,Canada,Female,Audit,
7/30/2020 0:34:20,I am currently working at a mid-tier or local accounting firm,Yes,1.5,73800,,Public Accounting,High,United States,Female,Audit,
7/30/2020 1:21:29,I am currently working at a mid-tier or local accounting firm,No,1.5,55500,,Public Accounting,,United States,Male,Outsourced accounting & tax,
7/30/2020 1:23:12,I am currently working at a Big 4 accounting firm,No,1.5,80000,,Public Accounting,High,United States,Male,Tax,
7/30/2020 2:20:11,I am currently working at a Big 4 accounting firm,No,1.5,52000,,Public Accounting,Medium,United States,Male,Tax,
7/30/2020 13:49:54,I am currently working at a Big 4 accounting firm,No,1.5,58000,,Public Accounting,Medium,United States,Female,Tax,
7/30/2020 15:28:34,I am currently working at a mid-tier or local accounting firm,Yes,1.5,67000,,Public Accounting,Medium,United States,Female,Tax,50
7/31/2020 17:53:49,I am currently working at a mid-tier or local accounting firm,Yes,1.5,68000,,Energy,Medium,United States,Male,Audit,45
7/31/2020 18:36:20,I am currently working at a Big 4 accounting firm,Yes,1.5,61000,,Public Accounting,Medium,United States,Male,Audit,45
8/1/2020 11:04:03,I am currently working at a mid-tier or local accounting firm,Yes,1.5,63000,,Public Accounting,High,United States,Female,Tax,50
8/3/2020 0:23:58,I am currently working at a mid-tier or local accounting firm,No,1.5,56500,,Public Accounting,Medium,United States,Male,Audit,50
8/3/2020 0:24:59,I am currently working at a mid-tier or local accounting firm,No,1.5,56500,,Public Accounting,Medium,United States,Male,Audit,50
8/3/2020 9:11:56,I am currently working at a mid-tier or local accounting firm,No,1.5,55000,,Public Accounting,Low,United States,Female,Tax and audit,40
8/3/2020 18:29:54,I am currently working at a mid-tier or local accounting firm,No,1.5,64000,,Public Accounting,High,United States,Female,Audit,50
8/5/2020 8:11:51,I am currently working at a mid-tier or local accounting firm,Yes,1.5,76000,,Public Accounting,Medium,United States,Male,Tax,45
8/5/2020 11:57:26,I am currently working at a mid-tier or local accounting firm,No,1.5,52500,,Public Accounting,Low,United States,Female,Audit,40
8/5/2020 23:30:00,I am currently working at a Big 4 accounting firm,No,1.5,36187,,Public Accounting,High,Canada,Male,Audit,
8/6/2020 16:34:51,I am currently working at a Big 4 accounting firm,No,1.5,60000,,Technology,Medium,United States,Male,Internal Audit (not outsourced/external - the Firm is my client),40
8/6/2020 21:00:46,I am currently working at a mid-tier or local accounting firm,No,1.5,400,,Technology,High,Latin America,Male,Tax/Finance intern,8
8/9/2020 6:50:31,I am currently working at a Big 4 accounting firm,Yes,1.5,64000,,Public Accounting,,United States,Female,Audit,50
8/9/2020 16:39:20,I am currently working at a mid-tier or local accounting firm,No,1.5,73000,,Public Accounting,High,United States,Female,Tax,42
8/9/2020 20:08:39,I am currently working at a Big 4 accounting firm,No,1.5,50000,,,High,East Asia,Female,Tax,40
8/10/2020 7:38:55,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1.5,59000,,Public Accounting,High,United States,Male,Audit,45
8/10/2020 17:52:23,I am currently working at a Big 4 accounting firm,No,1.5,32000,,Public Accounting,Medium,Canada,Female,Audit,50
8/12/2020 16:02:18,I am currently working at a mid-tier or local accounting firm,Yes,1.5,77000,,Public Accounting,High,United States,Male,Tax,40
8/3/2020 7:38:25,I am currently working at a Big 4 accounting firm,Yes,1.9,62300,,Public Accounting,High,United States,Male,Audit,42
7/28/2020 19:34:44,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,50000,,Public Accounting,Medium,United States,,Tax,
7/28/2020 19:39:58,I am currently working at a mid-tier or local accounting firm,No,2,57000,,Public Accounting,High,United States,Male,Tax,
7/28/2020 20:01:22,I have already exited from a Big 4 Accounting firm,Yes,2,70000,1.5,Transportation,Low,United States,Male,Tax,
7/28/2020 20:20:27,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,34000,,Public Accounting,Medium,Pacific Islands,Prefer not to say,Audit,
7/28/2020 20:28:57,I am currently working at a mid-tier or local accounting firm,Yes,2,58000,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 20:43:33,I am currently working at a mid-tier or local accounting firm,No,2,54000,,Public Accounting,Low,United States,Male,Audit,
7/28/2020 21:00:36,I am currently working at a Big 4 accounting firm,Yes,2,87000,,Public Accounting,High,United States,Male,Tax,
7/28/2020 21:00:41,I am currently working at a Big 4 accounting firm,Yes,2,87000,,Public Accounting,High,United States,Male,Tax,
7/28/2020 21:06:54,I am currently working at a mid-tier or local accounting firm,No,2,"$61,000",,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 21:43:26,I am currently working at a mid-tier or local accounting firm,No,2,"40,000",,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 21:48:19,I am currently working at a mid-tier or local accounting firm,No,2,56808,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 22:34:33,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,58000 CAD,,Finance,Medium,Canada,Male,Advisory - Risk/IT Advisory,
7/28/2020 22:50:40,I am currently working at a mid-tier or local accounting firm,No,2,55000,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 23:04:57,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,75000,,Technology,High,United States,Male,,
7/28/2020 23:06:54,I am currently working at a mid-tier or local accounting firm,No,2,80099,,Public Accounting,High,United States,Female,Tax,
7/28/2020 23:15:41,I am currently working at a mid-tier or local accounting firm,Yes,2,75000,,Public Accounting,High,United States,Male,Audit,
7/28/2020 23:17:42,I am currently working at a mid-tier or local accounting firm,No,2,67500,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 23:34:10,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,77000,,Public Accounting,High,United States,Male,-Advisory - Deal Advisory,
7/29/2020 0:35:25,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,"32,300",,Public Accounting,High,East Asia,Female,Audit,
7/29/2020 0:49:49,I am currently working at a Big 4 accounting firm,No,2,68000,,Public Accounting,High,United States,Male,Audit,
7/29/2020 5:14:45,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,24150,,Public Accounting,Medium,UK,Male,Audit,
7/29/2020 6:31:45,I am currently working at a mid-tier or local accounting firm,No,2,30000,,Finance,Medium,EU,Male,Banking,
7/29/2020 6:42:23,I am currently working at a Big 4 accounting firm,Yes,2,60000,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 7:26:45,I am currently working at a mid-tier or local accounting firm,Yes,2,63000,,Public Accounting,Medium,United States,Male,Audit,
7/29/2020 7:29:30,I am currently working at a mid-tier or local accounting firm,Yes,2,65000,,Public Accounting,High,United States,Male,Tax,
7/29/2020 7:48:49,I am currently working at a mid-tier or local accounting firm,Yes,2,"66,000",,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 8:15:06,I am currently working at a mid-tier or local accounting firm,No,2,62000,,Public Accounting,Medium,United States,Male,Audit,
7/29/2020 8:44:45,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,62000,,Public Accounting,High,Canada,Male,Audit,
7/29/2020 9:44:38,I am currently working at a Big 4 accounting firm,Yes,2,64000,,Public Accounting,,United States,Female,Audit,
7/29/2020 9:46:55,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,"62,000",,Public Accounting,Medium,United States,Male,State and Local Tax,
7/29/2020 10:21:07,I am currently working at a mid-tier or local accounting firm,No,2,47000,,Public Accounting,High,Canada,Male,Audit,
8/17/2020 16:52:15,I have already exited from a Big 4 Accounting firm,Yes,1,75000,1,Finance,Medium,United States,Male,Audit,40
7/29/2020 10:31:37,I am currently working at a Big 4 accounting firm,No,2,48000,,Public Accounting,Medium,Canada,Male,Audit,
7/29/2020 10:31:55,I am currently working at a Big 4 accounting firm,No,2,48000,,Public Accounting,Medium,Canada,Male,Audit,
7/29/2020 11:29:43,I am currently working at a mid-tier or local accounting firm,No,2,59000,,Public Accounting,Medium,United States,Male,Audit,
7/29/2020 12:06:34,I am currently working at a Big 4 accounting firm,No,2,58000,,Public Accounting,Medium,Canada,Male,Audit,
7/29/2020 12:42:47,I have never worked at a public accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,82000,,Manufacturing,High,United States,Male,,
7/29/2020 12:53:06,I am currently working at a Big 4 accounting firm,Yes,2,65000,,Public Accounting,Medium,United States,Male,Audit,
7/29/2020 14:12:38,I am currently working at a mid-tier or local accounting firm,No,2,64890,,Public Accounting,High,United States,Male,Audit,
8/20/2020 12:50:21,I have already exited from a Big 4 Accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,59000,1,Manufacturing,Medium,United States,Male,Audit,40
7/29/2020 15:16:37,I have never worked at a public accounting firm,No,2,"$67,000",,Other,Low,Norway,Male,"A bit of everything in my new role. ""Controller""/""consulting"", ""accounting""",
7/29/2020 16:48:03,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,2,65000,,Public Accounting,High,United States,Male,Audit,
